	id	reference	frame	x	y	w	h
362	id00544	a1HCBz7BLJs	3716.0	0.141	0.228	0.61	0.763
363	id00545	c9-pUgBbrr8	512.0	0.517	0.166	0.385	0.684
364	id00546	Tm6HMpH7qgk	1059.0	0.487	0.176	0.28	0.498
365	id00548	zWTLAMcEnsg	2567.0	0.288	0.265	0.278	0.495
366	id00550	wgvdfV1LzWI	876.0	0.296	0.173	0.356	0.474
367	id00552	0VOWFSJVmYg	43912.0	0.091	0.239	0.553	0.753
368	id00553	UJ1Yk_c4cIw	2644.0	0.209	0.174	0.473	0.841
369	id00554	DW0oUbekDzY	5920.0	0.243	0.116	0.228	0.406
370	id00555	bd70JHGgajg	9457.0	0.201	0.384	0.085	0.152
371	id00557	Ubjy_jKdWcc	5081.0	0.247	0.328	0.281	0.375
372	id00558	6Rclyyq3LkE	2147.0	0.334	0.229	0.316	0.463
373	id00559	DamcunVUSlQ	746.0	0.297	0.151	0.4	0.712
374	id00560	ykTGB69FazA	3009.0	0.308	0.283	0.377	0.67
375	id00561	ztxC-GZoR7c	1415.0	0.214	0.12	0.492	0.875
376	id00562	npC3O80Z_y8	325.0	0.409	0.178	0.253	0.449
377	id00566	zMP4l8Hr2uY	10989.0	0.6	0.185	0.369	0.491
378	id00567	1qdn_vxtfcE	16165.0	0.363	0.191	0.274	0.488
379	id00568	H1wQKCBxRV8	279.0	0.351	0.234	0.251	0.447
380	id00569	4FSVKwhSqX8	13661.0	-0.033	0.076	0.689	0.919
381	id00570	IJZIHxalYkI	6032.0	0.423	0.176	0.373	0.663
382	id00571	8sgUNIwZOlM	4684.0	0.323	0.178	0.539	0.737
383	id00573	_F7l0jelgPA	228.0	0.337	0.164	0.256	0.454
384	id00574	glTr5XOr1MA	659.0	0.222	0.152	0.215	0.383
385	id00575	DaaXvKmf7os	7834.0	0.564	0.167	0.202	0.359
386	id00577	a57hBSLWook	440.0	0.348	0.128	0.378	0.673
387	id00578	TUZMQuGuREU	5502.0	0.321	0.111	0.404	0.719
388	id00579	kl0tb2Ir7rk	240.0	0.39	0.166	0.276	0.485
389	id00581	CQzHuswXCW8	3299.0	0.434	0.045	0.201	0.358
390	id00582	BhiLHlIGHdc	2077.0	0.301	0.165	0.372	0.662
391	id00584	77tkoqY1OI8	1065.0	0.099	0.176	0.447	0.796
392	id00585	rQ44W3AQNDI	2760.0	0.578	0.2	0.151	0.268
393	id00586	XxsFTP8a7Ws	2618.0	0.341	0.21	0.258	0.459
394	id00587	Kr6G-nrOJ8k	1050.0	0.078	0.271	0.495	0.66
395	id00588	nv1ejT1UsxQ	6236.0	0.309	0.197	0.442	0.589
396	id00589	mD5Q0oBpuSU	29721.0	0.399	0.189	0.253	0.452
397	id00591	8zp2t-40ib0	1246.0	0.261	0.197	0.351	0.638
398	id00592	ehv_DwgiDDA	642.0	0.232	0.163	0.315	0.42
399	id00593	OMq-mt9fE1g	2774.0	0.227	0.144	0.199	0.354
400	id00594	VQ9Rpu2ihZw	668.0	0.364	0.165	0.254	0.452
401	id00596	Y_gyVh8DDgU	6429.0	0.481	0.258	0.355	0.473
402	id00597	m00DTLs5mr0	1088.0	0.371	0.2	0.363	0.454
403	id00607	FUGPhLeR5ig	2249.0	0.411	0.22	0.347	0.616
404	id00608	W392vmRnAKk	3828.0	0.231	0.291	0.349	0.62
405	id00610	8ReNzqnn25o	8328.0	0.416	0.189	0.205	0.364
406	id00611	o2iTxIrfoC4	3955.0	0.416	0.107	0.289	0.514
407	id00612	dViXquM9iRc	4527.0	0.342	0.24	0.242	0.43
408	id00613	A6QFfJHuFy4	2648.0	0.381	0.124	0.194	0.349
409	id00614	1DCj9sbjWtA	3682.0	0.369	0.189	0.327	0.583
410	id00615	M_shYfWoChY	400.0	0.218	0.216	0.358	0.636
411	id00616	yL5HRUiDf6c	17252.0	0.194	0.4	0.333	0.593
412	id00617	JzqehAHsPgQ	1974.0	0.706	0.197	0.308	0.547
413	id00618	a26jds45bSE	1387.0	0.387	0.315	0.331	0.589
414	id00620	ltWpYQv8Oas	4061.0	0.368	0.188	0.283	0.504
415	id00621	VYjT-qNhTQw	929.0	0.355	0.222	0.456	0.607
416	id00622	IC8Ddtt0FCM	2335.0	0.333	0.186	0.211	0.375
417	id00623	SKdgfW79hjw	11323.0	0.419	0.323	0.223	0.396
418	id00624	COyuO5kZaSk	214.0	0.292	0.21	0.321	0.428
419	id00628	7vt_VU-98wM	2768.0	0.393	0.164	0.271	0.362
420	id00629	LZwrhKYm51A	8308.0	0.22	0.216	0.377	0.67
421	id00631	cr6tq94OIe0	3117.0	0.339	0.301	0.337	0.505
422	id00632	zeaO4mohEZM	1291.0	0.15	0.208	0.381	0.678
423	id00633	UXrTMta1EDM	1881.0	0.246	0.442	0.167	0.296
424	id00634	z5t9oJizDQg	7397.0	0.242	0.171	0.372	0.66
425	id00636	Y7J5KaQQtbw	1744.0	0.137	0.227	0.419	0.559
426	id00637	4t3_z4aibL4	13590.0	0.518	0.266	0.209	0.372
427	id00638	OfGiXDFVG00	1007.0	0.365	0.183	0.374	0.664
428	id00641	VQY6nWOQhNw	1685.0	0.316	0.063	0.451	0.801
429	id00642	wDUElW67C3M	408.0	0.5	0.2	0.381	0.678
430	id00643	OhguMfg4Cas	580.0	0.293	0.164	0.379	0.505
431	id00644	QBPrech_qMY	2427.0	0.379	0.205	0.324	0.577
432	id00645	r3aZAbQGKXA	6096.0	0.14	0.28	0.174	0.31
433	id00647	dXsQeQQlmoQ	618.0	0.374	0.147	0.361	0.485
434	id00648	EHkARDo2Whk	1303.0	0.203	0.127	0.368	0.654
435	id00649	QtK1l0cYhV4	2517.0	0.327	0.195	0.378	0.504
436	id00650	N2Uy4ve3B0Q	1137.0	0.312	0.183	0.272	0.484
437	id00651	LNIs6PiSrHk	9907.0	0.16	0.155	0.406	0.541
438	id00652	69fOb31SPSI	4227.0	0.369	0.21	0.391	0.521
439	id00653	1dOL-vMhj6Y	6018.0	0.24	0.271	0.27	0.48
440	id00654	9d4v8c-Shnw	2922.0	0.268	0.261	0.32	0.57
441	id00655	VF3vUnp2ZmE	5739.0	0.384	0.164	0.286	0.509
442	id00656	fM91Ci49dAU	17639.0	0.1	0.171	0.386	0.515
443	id00657	fxagBxIzhjM	3297.0	0.349	0.239	0.265	0.472
444	id00659	vCejBRYBNOc	8045.0	0.386	0.216	0.202	0.359
445	id00663	RU5y7aFdphU	1667.0	0.338	0.328	0.261	0.327
446	id00664	XzyKoGFXxTg	1871.0	0.417	0.095	0.425	0.757
447	id00665	99Y6261_ieI	868.0	0.17	0.311	0.275	0.489
448	id00666	9VARnww0naM	1415.0	0.583	0.361	0.174	0.309
449	id00667	1JIig5kc8ds	1361.0	0.331	0.381	0.396	0.528
450	id00668	gfRxY6VisAY	3245.0	0.482	0.206	0.385	0.685
451	id00669	_a2dlbTdQY4	1963.0	0.291	0.209	0.364	0.646
452	id00670	bG7AD_r3Ja0	3202.0	0.32	0.275	0.419	0.558
453	id00672	U4B_0wagBsk	981.0	0.331	0.191	0.321	0.438
454	id00673	xYEUe4_nmF0	16180.0	0.017	0.153	0.657	0.877
455	id00674	rrsKhHLCg-M	18110.0	0.122	0.183	0.106	0.189
456	id00675	8pds1GfNCCo	2202.0	0.202	0.156	0.298	0.53
457	id00676	2ZpjLI-jRME	8464.0	0.237	0.237	0.113	0.201
458	id00677	04KHyHyubog	7286.0	0.385	0.127	0.17	0.302
459	id00678	a86h-EPJ8Gw	4931.0	0.111	0.125	0.363	0.644
460	id00680	kcBezGabtHg	2833.0	0.356	0.211	0.242	0.431
461	id00681	T5Zkep4N_4Q	8474.0	0.284	0.22	0.371	0.659
462	id00685	yAjLXHmrEiU	99.0	0.4	0.181	0.391	0.521
463	id00686	h5fLL8gqQJg	422.0	0.325	0.157	0.271	0.362
464	id00687	K5du3VmXEDk	12405.0	0.347	0.326	0.369	0.657
465	id00690	lzew_dWbw0U	11734.0	0.268	0.16	0.422	0.751
466	id00691	dIyipPjVhFA	5825.0	0.442	0.207	0.288	0.512
467	id00692	CVXQ3DA1Bbo	3919.0	0.439	0.207	0.362	0.483
468	id00693	0MejIlsYuPg	3425.0	0.241	0.17	0.51	0.68
469	id00694	XiuJo2dBnrQ	4243.0	0.17	0.122	0.244	0.433
470	id00695	26NniLoEA-Y	3542.0	0.189	0.205	0.192	0.341
471	id00696	p2d7SMjgoC8	2310.0	0.335	0.208	0.381	0.677
472	id00699	FhJ93tWi94U	2611.0	0.453	0.252	0.296	0.526
473	id00700	7uH5P2KfeCc	15228.0	0.694	0.24	0.132	0.235
474	id00701	d0kBe_V_Gnw	2762.0	0.663	0.125	0.144	0.256
475	id00707	feeHCIlo6jg	1965.0	0.177	0.171	0.29	0.515
476	id00708	b-Gwg8t7j3s	1092.0	0.681	0.122	0.122	0.216
477	id00709	Wn562nBK3fE	3077.0	0.631	0.185	0.372	0.496
478	id00710	yoyoDTb5anI	9039.0	0.408	0.148	0.342	0.609
479	id00711	CSiug3LzgxI	1113.0	0.535	0.173	0.14	0.248
480	id00712	Wb5owndvBEc	4281.0	0.312	0.284	0.468	0.623
481	id00714	3dV_z4Vy0xQ	167.0	0.35	0.093	0.179	0.319
482	id00715	v_zqVX5q8Ys	4317.0	0.352	0.208	0.366	0.653
483	id00717	Y8lNRut7Gck	12550.0	0.162	0.222	0.322	0.43
484	id00721	9f-BKpGtibg	83.0	0.354	0.339	0.333	0.591
485	id00723	QcE3kSX_y_c	5554.0	0.335	0.272	0.247	0.438
486	id00724	Gzmw8L9IqCU	838.0	0.251	0.191	0.396	0.704
487	id00725	FgEO5R084PY	3512.0	0.465	0.266	0.315	0.56
488	id00726	bhLecWZW7hg	3906.0	0.398	0.347	0.22	0.391
489	id00727	OZ1ClZwWD80	1393.0	0.384	0.326	0.133	0.236
490	id00729	c1xYEpDy1Vc	3039.0	0.292	0.217	0.418	0.742
491	id00730	S6ZkmMIfytc	2109.0	0.325	0.227	0.108	0.194
492	id00731	2rRBa9uajRs	905.0	0.319	0.118	0.278	0.494
493	id00732	OxkXdJF5a5U	9487.0	0.367	0.166	0.309	0.412
494	id00735	lumptB5c7Ls	6510.0	0.273	0.165	0.299	0.531
495	id00736	GSTT0aXkcMc	218.0	0.39	0.123	0.33	0.588
496	id00739	LsWDJGlVg-E	1534.0	0.387	0.187	0.268	0.477
497	id00740	MPBOp21KrcE	5064.0	0.38	0.14	0.3	0.4
498	id00741	hv-pai2Vipk	2196.0	0.073	0.302	0.249	0.332
499	id00742	hWwFgh-ysxo	1874.0	0.393	0.312	0.326	0.579
500	id00745	LPPSyVjTrt0	6361.0	0.314	0.173	0.292	0.519
501	id00746	0V50BoNyJXc	5166.0	0.416	0.212	0.195	0.347
502	id00747	sMA8dW4JLRQ	138.0	0.082	0.197	0.222	0.394
503	id00750	0egD229Ian8	725.0	0.341	0.115	0.247	0.438
504	id00752	bl6dYHQ2JcA	1672.0	0.426	0.163	0.303	0.538
505	id00753	HHOGhfaHqmQ	1496.0	0.454	0.202	0.276	0.491
506	id00754	xgnHdEw5xyk	622.0	0.279	0.303	0.434	0.773
507	id00755	dQ3BuA2xjgo	3782.0	0.384	0.187	0.219	0.39
508	id00758	T2NU9aZ82rY	215.0	0.274	0.251	0.257	0.457
509	id00759	u1VMnzFBzk8	1925.0	0.35	0.155	0.401	0.714
510	id00760	WRc2JHyWrUE	16215.0	0.555	0.086	0.284	0.505
511	id00761	D_7iXqi6ZLI	15247.0	0.567	0.238	0.196	0.349
512	id00762	mkZQME9oVsE	1442.0	0.323	0.135	0.378	0.673
513	id00763	cFdXum2SVn8	304.0	0.389	0.242	0.196	0.294
514	id00765	N04zsF7Bp7I	6497.0	0.121	0.185	0.224	0.306
515	id00766	cOZ-4cUCxaw	3189.0	0.247	0.153	0.469	0.852
516	id00769	oMb2WVypBhI	1518.0	0.361	0.203	0.344	0.612
517	id00770	8i02JTM5YeA	650.0	0.373	0.112	0.226	0.401
518	id00773	tuz-P49qhIo	16272.0	0.348	0.188	0.25	0.444
519	id00774	3WdNMVoiJZk	4087.0	0.592	0.119	0.29	0.516
520	id00775	cD1ZruICos0	10828.0	0.348	0.243	0.147	0.22
521	id00776	eDKvCnOJ60Y	620.0	0.278	0.189	0.325	0.578
522	id00777	UqMu1sOf9ho	6119.0	0.225	0.234	0.311	0.552
523	id00778	8QaXf3tW6W8	394.0	0.35	0.231	0.348	0.619
524	id00779	Mkbbc30FtBQ	1128.0	0.418	0.074	0.353	0.627
525	id00780	mvPeta7i3KM	2006.0	0.256	0.279	0.314	0.419
526	id00781	cpzoM-1Ggv0	6394.0	0.334	0.231	0.318	0.565
527	id00782	pqm5GcOlBaI	4500.0	0.386	0.193	0.328	0.583
528	id00783	0mrS1nPb3-0	6935.0	0.356	0.165	0.353	0.47
529	id00784	Q75WSdUn7L0	7414.0	0.401	0.29	0.252	0.315
530	id00785	c9einj32tOk	2424.0	0.215	0.146	0.41	0.73
531	id00786	9S32WYhyKTA	1640.0	0.073	0.186	0.582	1.035
532	id00787	GjdZg2Tuwto	2033.0	0.387	0.195	0.297	0.536
533	id00788	D5z6bZAT2EM	4531.0	0.348	0.134	0.208	0.37
534	id00792	sTvi6UbyIBo	21964.0	0.827	0.224	0.092	0.164
535	id00794	5Yn2yir1O0c	2062.0	0.493	0.281	0.261	0.464
536	id00796	xxIBvx1lOqA	15655.0	0.407	0.238	0.251	0.447
537	id00797	sMGB4bbZQgQ	4221.0	0.343	0.193	0.362	0.483
538	id00799	gdGKoR0hq6I	3535.0	0.551	0.169	0.125	0.222
539	id00801	57Z_fI5ullw	2921.0	0.408	0.21	0.441	0.588
540	id00802	25odR6tNGjU	3100.0	0.326	0.208	0.355	0.631
541	id00803	pHXO2IBvnpg	1812.0	0.205	0.189	0.185	0.33
542	id00804	lxi9XXwFxNY	514.0	0.29	0.242	0.452	0.702
543	id00805	y0NMJiJmNtQ	2982.0	0.241	0.078	0.327	0.581
544	id00806	BAXMR7Mp0w0	313.0	-0.004	0.21	0.316	0.562
545	id00809	PAShs4U1vyc	863.0	0.349	0.151	0.357	0.635
546	id00810	fGYgcJGIrbQ	3818.0	0.301	0.251	0.39	0.52
547	id00811	1YR6i0rPjVo	6718.0	0.314	0.142	0.264	0.352
548	id00812	myKD86pBy7U	3792.0	0.334	0.21	0.288	0.384
549	id00813	iJ_-TAX0WLQ	844.0	0.193	0.2	0.165	0.293
550	id00814	Tgx5Dllj04M	257.0	0.3	0.255	0.379	0.505
551	id00815	cwZw4w8pUGY	2711.0	0.321	0.25	0.32	0.4
552	id00816	BvMTH7KpqOo	9954.0	0.478	0.152	0.328	0.437
553	id00817	dR7ypVPO-1E	5056.0	0.526	0.303	0.251	0.446
554	id00818	3nm6WSxIfxg	1321.0	0.325	0.178	0.364	0.446
555	id00820	LZzn7QQt4Zw	561.0	0.231	0.175	0.34	0.617
556	id00823	eCPiGOFKuyM	3573.0	0.362	0.265	0.228	0.406
557	id00824	0BODJsntoLo	5054.0	0.414	0.087	0.367	0.653
558	id00825	9hny05wYNr4	1071.0	0.33	0.167	0.303	0.54
559	id00826	O7nJJXVKaOE	464.0	0.281	0.132	0.264	0.469
560	id00827	RvPVD-VrgVU	1658.0	0.541	0.209	0.347	0.617
561	id00828	lRHXsGHoqbA	3855.0	0.381	0.192	0.39	0.694
562	id00829	jT19sV9CkGQ	3109.0	0.28	0.121	0.477	0.848
563	id00830	p94GdEhscVg	85.0	0.364	0.102	0.365	0.648
564	id00831	H0ArZ9oW5js	16148.0	0.387	0.124	0.209	0.372
565	id00832	B4TzfuTtmYI	3172.0	0.154	0.376	0.215	0.383
566	id00833	zYkJmPjt0Xo	8757.0	0.354	0.176	0.233	0.414
567	id00835	KmuQ6Pl2pvo	4169.0	0.114	0.22	0.421	0.749
568	id00841	NY6cXV3lGdI	5224.0	0.153	0.228	0.191	0.34
569	id00842	LqzXGFkmFPY	5769.0	0.543	0.185	0.262	0.465
570	id00843	0eUOsYVCrfs	23086.0	0.293	0.078	0.231	0.412
571	id00844	hRiXogFrJXw	18499.0	0.202	0.158	0.271	0.484
572	id00846	ZOLEkADS-ys	1887.0	0.248	0.13	0.367	0.652
573	id00848	kb0k4-bTUU0	1197.0	0.238	0.257	0.243	0.323
574	id00851	O2oiix0Eads	780.0	0.42	0.234	0.26	0.462
575	id00852	YFuBu-GQ0Fk	814.0	0.51	0.095	0.263	0.464
576	id00857	U2ChpTMymVY	7.0	0.403	0.289	0.211	0.281
577	id00859	w6ghTwPOdD8	14422.0	0.428	0.214	0.291	0.436
578	id00860	I0l8hPY5uKk	12975.0	0.25	0.2	0.409	0.546
579	id00863	MUByX7LqpPI	7632.0	0.36	0.252	0.219	0.293
580	id00865	JJ5ET142FOI	2970.0	0.1	0.323	0.306	0.544
581	id00866	51kkwsbFgzQ	919.0	0.225	0.231	0.394	0.701
582	id00867	ybs50PCrJhk	1167.0	0.461	0.163	0.343	0.61
583	id00868	ibsXO6-jmHE	4082.0	0.244	0.251	0.364	0.647
584	id00869	zpzGvUtvGec	3909.0	0.285	0.161	0.338	0.423
585	id00875	0x3N-wne1xE	3740.0	0.275	0.22	0.188	0.335
586	id00876	qEB2rApPvJc	4380.0	0.381	0.181	0.317	0.564
587	id00879	gx9njk26wao	3171.0	0.464	0.142	0.168	0.298
588	id00880	9tWtX0ZHvKY	12662.0	0.339	0.212	0.128	0.227
589	id00881	6Wql-qoWvX8	3115.0	0.263	0.098	0.234	0.416
590	id00882	_VHA3x2nw-0	29018.0	0.419	0.276	0.221	0.295
591	id00883	JJZ8C_cfcP4	8847.0	0.68	0.233	0.169	0.225
592	id00884	LLferrRbmJk	5352.0	0.449	0.109	0.381	0.677
593	id00885	5i45KmBJjv0	17653.0	0.621	0.104	0.146	0.259
594	id00886	JNGhKkgrE8k	76.0	0.375	0.24	0.264	0.352
595	id00888	SWlxdLhjSRQ	1292.0	0.371	0.147	0.28	0.496
596	id00890	AwPM2iOBPIE	1286.0	0.5	0.106	0.321	0.57
597	id00891	4j6I3ySM9oQ	1286.0	0.628	0.33	0.171	0.304
598	id00892	qpqrC9h8_uA	4153.0	0.42	0.117	0.176	0.312
599	id00893	E7PWHDdyOww	4427.0	0.068	0.211	0.28	0.373
600	id00894	ff2U1L40YGQ	292.0	0.394	0.228	0.174	0.316
601	id00895	KaNq5BCfPcw	973.0	0.457	0.058	0.223	0.396
602	id00897	PGc1ei4QPfM	81.0	0.365	0.227	0.374	0.499
603	id00898	i9BplHCjh9o	655.0	0.399	0.288	0.304	0.541
604	id00899	gtcLodRtgBk	12149.0	0.276	0.163	0.387	0.516
605	id00901	fp4ZlT1ncbk	1365.0	0.401	0.154	0.365	0.648
606	id00902	OQwybTPSYxE	2995.0	0.331	0.216	0.398	0.531
607	id00903	dDwMkuSz1XM	14463.0	0.576	0.144	0.245	0.327
608	id00904	nvukqrRfjHc	5274.0	0.299	0.135	0.348	0.464
609	id00905	oiwaRK11wcQ	2817.0	0.352	0.196	0.306	0.544
610	id00906	k8YriBpQkVA	3322.0	0.076	0.183	0.697	0.93
611	id00907	7lJTVkhrAxs	6009.0	0.342	0.277	0.252	0.448
612	id00908	o4oz2okegYE	2675.0	0.512	0.044	0.392	0.696
613	id00909	qB-7r4dZ7eU	9274.0	0.258	0.313	0.314	0.558
614	id00910	RiMUpUGzKE8	7746.0	0.394	0.274	0.257	0.458
615	id00911	k7d7NR_7ya0	1635.0	0.131	0.206	0.284	0.357
616	id00917	K7vTkUSf1Mk	2095.0	0.11	0.097	0.386	0.686
617	id00918	3MR5du57C-g	8571.0	0.589	0.179	0.207	0.368
618	id00919	FrRZQhPmLTk	2639.0	0.299	0.137	0.313	0.557
619	id00920	VjGISZW35zs	3649.0	0.247	0.152	0.209	0.38
620	id00922	jUSBbCVtQbM	2705.0	0.17	0.243	0.694	0.925
621	id00923	Jg8JqXJdQF8	2348.0	0.148	0.328	0.434	0.579
622	id00924	VZqkWIPmH6w	1258.0	0.348	0.218	0.202	0.359
623	id00925	gaNrIqTiN8w	4086.0	0.341	0.227	0.469	0.835
624	id00926	o_VVYmR-LkY	3844.0	0.35	0.208	0.487	0.649
625	id00927	VU9z_kg3snc	356.0	0.383	0.183	0.284	0.505
626	id00928	HprodU5VuJc	408.0	0.384	0.154	0.169	0.3
627	id00929	rAM03AD5rt4	32.0	0.366	0.211	0.28	0.496
628	id00930	_HjnTgbVQrA	1237.0	-0.003	0.087	0.729	0.972
629	id00931	pFik7bq5RWY	8945.0	0.409	0.296	0.266	0.473
630	id00933	ttjQBEpte8E	8951.0	0.196	0.258	0.45	0.6
631	id00934	ZLaPIu3AfLQ	1411.0	0.155	0.183	0.185	0.328
632	id00935	NUKyKUWe7HM	1791.0	0.212	0.219	0.433	0.769
633	id00937	p3BM2J7Yuk4	2177.0	0.266	0.179	0.323	0.574
634	id00938	Egg-MfejR9I	3319.0	0.061	0.123	0.456	0.811
635	id00939	ZiN5vJF7-ZA	13647.0	0.385	0.109	0.251	0.377
636	id00941	uQP1Jgx0Gas	5930.0	0.609	0.165	0.272	0.484
637	id00942	Jw6bZBSs6q4	5409.0	0.202	0.204	0.261	0.348
638	id00943	b-hRS2WtNmc	16039.0	0.305	0.121	0.444	0.593
639	id00944	PexPu1pz0Sc	5733.0	0.302	0.179	0.424	0.559
640	id00945	ZVCqg4V0gxg	1234.0	0.12	0.213	0.222	0.394
641	id00946	AEauan4O2Y8	4844.0	0.384	0.094	0.145	0.258
642	id00947	vjgq76wKAn8	4376.0	0.225	0.205	0.434	0.579
643	id00948	ZtTBD1_8l2I	10874.0	0.355	0.257	0.349	0.621
644	id00959	7D1phg9yVpM	2144.0	0.326	0.22	0.401	0.712
645	id00960	p0eHebzcDXk	646.0	0.279	0.17	0.521	0.926
646	id00963	C3x5M_V3HlI	1992.0	0.27	0.133	0.509	0.905
647	id00964	3ElZwWq5c2Q	169.0	0.178	0.14	0.255	0.453
648	id00965	wEQegXlcqkA	1001.0	0.415	0.171	0.265	0.47
649	id00966	umsLjlHpTPQ	1918.0	0.282	0.273	0.419	0.744
650	id00967	CP_zF02ylvE	200089.0	0.345	0.204	0.337	0.6
651	id00969	Tg3wco6g2JE	855.0	0.384	0.103	0.267	0.474
652	id00971	LQS7jBE2JYM	434.0	0.234	0.154	0.324	0.577
653	id00974	quh96Q6Y3oI	1089.0	0.208	0.161	0.188	0.333
654	id00975	9KdzB0m7ogc	7225.0	0.358	0.27	0.247	0.438
655	id00976	GkVwZLH1yE0	11526.0	0.284	0.14	0.258	0.459
656	id00978	prOw7Zp8TS0	2244.0	0.167	0.192	0.359	0.479
657	id00979	RGLPzIcpCEQ	6.0	0.391	0.166	0.28	0.498
658	id00980	jNLHkYM0Sb0	915.0	0.372	0.214	0.417	0.522
659	id00981	zXZIXI0PlkU	2794.0	0.319	0.224	0.45	0.8
660	id00982	IEi4fmwnmlU	2803.0	0.347	0.144	0.431	0.765
661	id00983	2_PR85TJ8MM	4195.0	0.223	0.255	0.597	0.796
662	id00984	q8hIPD9uKtM	3648.0	0.159	0.275	0.27	0.48
663	id00985	UcP2yTOS_K4	4326.0	0.282	0.224	0.255	0.453
664	id00987	cgfhKOZZZww	2116.0	0.32	0.179	0.265	0.353
665	id00989	aS_qv7JwFmg	589.0	0.284	0.17	0.361	0.481
666	id00990	pMRfY1aGrK4	647.0	0.294	0.205	0.592	1.052
667	id00991	dhr-1_xVUB4	567.0	0.432	0.141	0.301	0.535
668	id00992	66Ye9qZN29A	4355.0	0.332	0.2	0.363	0.644
669	id00993	85QosvzssXg	991.0	0.379	0.239	0.474	0.843
670	id00994	e91Tn2ZDaAQ	967.0	0.348	0.272	0.347	0.617
671	id00995	sevmdQ_pUPw	1939.0	0.177	0.129	0.45	0.6
672	id00996	jPm489-6y4c	8911.0	0.667	0.334	0.173	0.231
673	id00997	cMQBwbkTuh8	5189.0	0.447	0.18	0.396	0.704
674	id00999	488TkkVKVTI	721.0	0.381	0.295	0.338	0.601
675	id01000	w-heJCr7jto	35468.0	0.56	0.126	0.104	0.185
676	id01001	SOW8Z0YVnmQ	2735.0	0.727	0.145	0.201	0.358
677	id01002	CSWsfUdfHVY	4819.0	0.21	0.214	0.262	0.467
678	id01003	Yxn13adPCR4	739.0	0.349	0.196	0.315	0.42
679	id01004	8sk4CQKH-TM	926.0	0.536	0.304	0.208	0.37
680	id01005	BH35jtoul18	4784.0	0.203	0.247	0.126	0.225
681	id01006	MUOdAjF2-Jc	576.0	0.489	0.094	0.267	0.475
682	id01007	phktwts0bew	12477.0	0.461	0.197	0.216	0.288
683	id01008	c2AdHYlsS0A	5030.0	0.483	0.365	0.092	0.164
684	id01010	L1SI2kIhSEw	5033.0	0.471	0.154	0.281	0.501
685	id01011	nCnW4vUQ03w	6800.0	0.137	0.101	0.254	0.452
686	id01014	RAr-mT1Lv2E	3604.0	0.486	0.144	0.385	0.684
687	id01015	RkNf4Kf0aDQ	1201.0	0.44	0.146	0.333	0.59
688	id01016	pgxCMpUlpgg	13526.0	0.2	0.236	0.22	0.391
689	id01017	Cq46KCNjQfU	328.0	0.352	0.213	0.301	0.535
690	id01018	aidDE0bB-gw	459.0	0.617	0.171	0.142	0.252
691	id01021	hbYMyv4CFCo	2508.0	0.425	0.192	0.246	0.438
692	id01023	o6Pfk6YfYyc	298.0	0.39	0.141	0.328	0.437
693	id01024	SBCybmYIp1I	4601.0	0.379	0.232	0.278	0.495
694	id01025	jWGXBdcHN6Q	4278.0	0.334	0.103	0.373	0.663
695	id01026	PdXDOxFzacc	975.0	0.362	0.13	0.275	0.489
696	id01028	LOghwD69cxM	7396.0	0.445	0.094	0.181	0.321
697	id01029	Ytc4TRQ_nAU	4988.0	0.254	0.158	0.377	0.565
698	id01030	1rYFDy246uI	3795.0	0.262	0.157	0.284	0.379
699	id01031	UWy_4ksz0ZY	2400.0	0.481	0.062	0.351	0.468
700	id01035	0AJCE9uCXBk	5994.0	0.452	0.046	0.375	0.5
701	id01036	5dJWJgWm2cQ	2947.0	0.378	0.112	0.475	0.633
702	id01037	y479X15X6lQ	1085.0	0.42	0.18	0.61	0.831
703	id01038	dNMKiaGkgd8	16189.0	0.32	0.179	0.289	0.512
704	id01039	WmbvpqkPs7U	513.0	0.196	0.172	0.354	0.631
705	id01040	ZXIRGh6iQjo	2250.0	0.299	0.098	0.188	0.335
706	id01041	I2i_35Y3sDE	1527.0	0.203	0.124	0.588	1.046
707	id01042	Hyg9BhqESxU	565.0	0.297	0.155	0.691	0.921
708	id01043	U9qjTq7jd2I	2314.0	0.282	0.271	0.355	0.473
709	id01044	UC8pWZwFeV8	759.0	0.336	0.19	0.323	0.574
710	id01045	2nkeBG0nh84	3554.0	0.215	0.313	0.422	0.888
711	id01047	HX3k75ps0VQ	2038.0	0.449	0.281	0.218	0.388
712	id01048	DHE_NEvrp6s	2822.0	0.198	0.2	0.651	0.868
713	id01049	0FdPkwMGUOc	3025.0	0.154	0.159	0.446	0.794
714	id01050	d0vqyE04bJ4	10196.0	0.275	0.148	0.184	0.327
715	id01051	qO1e3NepjEI	351.0	0.354	0.376	0.283	0.502
716	id01052	C90tAKS1Sqg	2252.0	0.161	0.185	0.115	0.205
717	id01053	ZEn-rYAyU-A	219.0	0.156	0.146	0.377	0.67
718	id01054	my9UZ9KdfrE	834.0	0.41	0.261	0.4	0.533
719	id01056	cpuH88kbDM0	2281.0	0.089	0.319	0.14	0.248
720	id01057	Tyw8q64ANyE	4060.0	0.249	0.09	0.261	0.348
721	id01058	Rnl7USY8Kd4	1230.0	0.227	0.187	0.195	0.354
722	id01060	d2VTzf_EO3k	6.0	0.413	0.228	0.242	0.431
723	id01061	0sT8bUfL7OY	5806.0	0.424	0.125	0.251	0.446
